epoch,loss,val_loss
1,0.6724609136581421,0.6057063341140747
2,0.6675384044647217,0.6001788973808289
3,0.6626606583595276,0.5946321487426758
4,0.6578322649002075,0.5891185402870178
5,0.6530805826187134,0.5836558938026428
6,0.6483671069145203,0.5782299041748047
7,0.6435704827308655,0.5728405117988586
8,0.6388468742370605,0.5670226812362671
9,0.6341710090637207,0.5610449314117432
10,0.6295683979988098,0.5551282167434692
11,0.6250399351119995,0.54924774169921875
12,0.6204239130020142,0.5434091091156006
13,0.6158129572868347,0.537606954574585
14,0.6112045049667358,0.531846284866333
15,0.6066310405731201,0.5261327028274536
16,0.6020947694778442,0.5204712152481079
17,0.5975974798202515,0.5148658752441406
18,0.5931406617164612,0.5093199014663696
19,0.5887220501899719,0.5038356781005859
20,0.5843151807785034,0.49841588735580444
21,0.5799477100372314,0.4930625557899475
22,0.5756208300590515,0.4877774715423584
23,0.5713356733322144,0.48256176710128784
24,0.567093014717102,0.4773586094379425
25,0.5628595352172852,0.4721243977546692
26,0.5585532188415527,0.46693259477615356
27,0.5543059706687927,0.4617554247379303
28,0.5500885248184204,0.4564512073993683
29,0.5459015369415283,0.45120859146118164
30,0.54175567626953125,0.44603168964385986
31,0.5376508235931396,0.4409227669239044
32,0.5336554050445557,0.4359357953071594
33,0.5297852158546448,0.4310469925403595
34,0.5259600877761841,0.4262382686138153
35,0.5221796035766602,0.4215087890625
36,0.5184470415115356,0.41686227917671204
37,0.514762282371521,0.41229522228240967
38,0.5111206769943237,0.4074386954307556
39,0.5075265169143677,0.4026871621608734
40,0.5039668679237366,0.3982295095920563
41,0.5003077983856201,0.3938515782356262
42,0.4966700077056885,0.3895193338394165
43,0.493131160736084,0.3852415382862091
44,0.4896352291107178,0.3810053765773773
45,0.4861864745616913,0.3768174648284912
46,0.4827372431755066,0.3728252947330475
47,0.4792959988117218,0.368884801864624
48,0.47586703300476074,0.36499863862991333
49,0.4724539518356323,0.3611685633659363
50,0.46906059980392456,0.3573952913284302
51,0.46568945050239563,0.3536798357963562
52,0.46233025193214417,0.3500257134437561
53,0.4589802622795105,0.34643280506134033
54,0.4556846022605896,0.3429058790206909
55,0.4524264633655548,0.3394434154033661
56,0.4491891860961914,0.3360466957092285
57,0.44600874185562134,0.3327311873435974
58,0.4428653419017792,0.3296138048171997
59,0.4397469162940979,0.3266131281852722
60,0.43668821454048157,0.3236774504184723
61,0.433647483587265,0.32080358266830444
62,0.4306260943412781,0.31798848509788513
63,0.4276244640350342,0.31522929668426514
64,0.42467939853668213,0.3125112056732178
65,0.4217555522918701,0.3098243474960327
66,0.41884881258010864,0.30717599391937256
67,0.41596102714538574,0.30456507205963135
68,0.41309165954589844,0.3019905686378479
69,0.41024094820022583,0.29945147037506104
70,0.40740925073623657,0.2969468832015991
71,0.4045966565608978,0.29447588324546814
72,0.40179163217544556,0.292033851146698
73,0.3989371061325073,0.2896120548248291
74,0.3960951566696167,0.2871919572353363
75,0.39325177669525146,0.2847205400466919
76,0.3904014825820923,0.2822655737400055
77,0.38755130767822266,0.2798352837562561
78,0.3846828043460846,0.27743056416511536
79,0.38181114196777344,0.27505192160606384
80,0.37893953919410706,0.27269965410232544
81,0.3760736584663391,0.2703811526298523
82,0.37318626046180725,0.268088698387146
83,0.3702431321144104,0.265799880027771
84,0.3672935366630554,0.2635038197040558
85,0.3643323481082916,0.261206716299057
86,0.3613634705543518,0.2589133381843567
87,0.3584209680557251,0.25663161277770996
88,0.3555145263671875,0.25433894991874695
89,0.35267364978790283,0.25204187631607056
90,0.3498137593269348,0.2497439682483673
91,0.3469424247741699,0.24745169281959534
92,0.34406599402427673,0.24516887962818146
93,0.34119200706481934,0.24290731549263
94,0.33833783864974976,0.2406686246395111
95,0.3355002701282501,0.2384592592716217
96,0.33267316222190857,0.23627281188964844
97,0.3298572897911072,0.2341080754995346
98,0.32705286145210266,0.2319658249616623
99,0.32426393032073975,0.22984138131141663
100,0.3214755058288574,0.22773103415966034
101,0.31868767738342285,0.22564435005187988
102,0.3159254193305969,0.22358191013336182
103,0.3131798505783081,0.22154395282268524
104,0.31045961380004883,0.21951675415039063
105,0.30777108669281006,0.21751052141189575
106,0.30511248111724854,0.21552273631095886
107,0.3024633526802063,0.21354809403419495
108,0.2998208999633789,0.2115948647260666
109,0.29720765352249146,0.2096593677997589
110,0.2946127653121948,0.2077489048242569
111,0.2920530140399933,0.2058563083410263
112,0.2895190715789795,0.20398181676864624
113,0.2870136499404907,0.2021258920431137
114,0.28454142808914185,0.20028887689113617
115,0.2820974588394165,0.1984773427248001
116,0.27968645095825195,0.19669029116630554
117,0.27730104327201843,0.19492697715759277
118,0.27494189143180847,0.19318661093711853
119,0.27261263132095337,0.1914653331041336
120,0.2703123688697815,0.18976259231567383
121,0.26805055141448975,0.18808162212371826
122,0.26582348346710205,0.18641534447669983
123,0.26361945271492004,0.18476369976997375
124,0.26144325733184814,0.18312720954418182
125,0.2593200206756592,0.181517094373703
126,0.25717654824256897,0.17991331219673157
127,0.2550329566001892,0.1783170998096466
128,0.2528879642486572,0.17672398686408997
129,0.2507241666316986,0.1751362681388855
130,0.24857012927532196,0.1735554188489914
131,0.2464258223772049,0.17198234796524048
132,0.2442934811115265,0.17041820287704468
133,0.2421741932630539,0.16886401176452637
134,0.24008461833000183,0.1673164963722229
135,0.23801137506961823,0.1657770574092865
136,0.23595041036605835,0.16424688696861267
137,0.23385074734687805,0.1627057045698166
138,0.2316661924123764,0.16116191446781158
139,0.22946052253246307,0.15959914028644562
140,0.2272418886423111,0.15804438292980194
141,0.22500942647457123,0.15650004148483276
142,0.22274327278137207,0.15496258437633514
143,0.22046956419944763,0.15343038737773895
144,0.21826693415641785,0.15191245079040527
145,0.21607261896133423,0.1504097282886505
146,0.2139338105916977,0.14892634749412537
147,0.21183420717716217,0.14747482538223267
148,0.20973974466323853,0.1459152102470398
149,0.2076493799686432,0.14430132508277893
150,0.20556874573230743,0.14270715415477753
151,0.2035076767206192,0.14112992584705353
152,0.2014642357826233,0.13956305384635925
153,0.19947406649589539,0.1380203664302826
154,0.19749648869037628,0.1365002989768982
155,0.19553110003471375,0.1350012719631195
156,0.1935863196849823,0.13353072106838226
157,0.19166751205921173,0.13209415972232819
158,0.18977856636047363,0.1306937038898468
159,0.1878979504108429,0.1293250471353531
160,0.18604211509227753,0.12796980142593384
161,0.1842069774866104,0.1266261339187622
162,0.18238896131515503,0.1253170371055603
163,0.18059763312339783,0.12412022799253464
164,0.178831085562706,0.12293243408203125
165,0.17709490656852722,0.12175340950489044
166,0.1753787249326706,0.12058253586292267
167,0.173684224486351,0.11941864341497421
168,0.17201371490955353,0.11826194077730179
169,0.1703653782606125,0.11711204797029495
170,0.16885221004486084,0.11595794558525085
171,0.16738447546958923,0.11480817198753357
172,0.16593699157238007,0.11366312205791473
173,0.16450804471969604,0.11252377927303314
174,0.16309714317321777,0.11139097809791565
175,0.16170407831668854,0.11026548594236374
176,0.1603637933731079,0.10914276540279388
177,0.15905800461769104,0.10802465677261353
178,0.15776079893112183,0.10691241919994354
179,0.15648244321346283,0.10580746829509735
180,0.15522432327270508,0.1047109067440033
181,0.15398067235946655,0.10361889004707336
182,0.15274757146835327,0.10253991931676865
183,0.15152336657047272,0.10147377103567123
184,0.15031880140304565,0.10042645782232285
185,0.14913764595985413,0.09939514100551605
186,0.14797335863113403,0.09837936609983444
187,0.1468309760093689,0.09737229347229004
188,0.14570334553718567,0.09641765803098679
189,0.14459729194641113,0.09548741579055786
190,0.14354181289672852,0.09457980841398239
191,0.14249205589294434,0.09368794411420822
192,0.14143908023834229,0.09281094372272491
193,0.14038550853729248,0.09195325523614883
194,0.13933508098125458,0.09111328423023224
195,0.13828790187835693,0.09028428792953491
196,0.13724318146705627,0.08946223556995392
197,0.13623084127902985,0.08865204453468323
198,0.1352451592683792,0.08784352242946625
199,0.13426661491394043,0.08703089505434036
200,0.13327917456626892,0.0862114429473877
